nohup: ignoring input
wandb: Currently logged in as: y4umeng (y4umeng-columbia-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.6
wandb: Run data is saved locally in /root/Projects/policy_distillation/src/wandb/run-20250305_054833-u93sd8l5
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run policy_distillation_small_dqn/dqn_dqn4_da_0001_beamrider
wandb: ⭐️ View project at https://wandb.ai/y4umeng-columbia-university/policy_distillation_small_dqn
wandb: 🚀 View run at https://wandb.ai/y4umeng-columbia-university/policy_distillation_small_dqn/runs/u93sd8l5
A.L.E: Arcade Learning Environment (version 0.10.1+unknown)
[Powered by Stella]
[36m[INFO] CONFIG:
DA:
  EPOCHS: 1
  LR: 0.0001
  PROB: 0.3
DATA:
  EXPLORATION_RATE: 0.05
  INCREMENT_SIZE: 54000
  MAX_CAPACITY: 540000
DISTILLER:
  ENV: BeamRiderNoFrameskip-v4
  STUDENT: dqn4
  TEACHER: dqn
  TYPE: DA
EXPERIMENT:
  DEVICE: cuda
  NAME: dqn_dqn4_da_0001_beamrider
  PROJECT: policy_distillation_small_dqn
  TAG: breakout, dqn, DA
LOG:
  BAR: false
  EVAL_EPISODES: 5
  EVAL_FREQ: 1
  PREFIX: ./output
  SAVE_CHECKPOINT_FREQ: 100
  WANDB: true
SOLVER:
  BATCH_SIZE: 32
  EPOCHS: 500
  LR: 0.0001
  LR_DECAY_RATE: 0.1
  LR_DECAY_STAGES: []
  MOMENTUM: 0.9
  SOFTMAX_TEMP: 0.01
  TRAINER: base
  TYPE: SGD
  WEIGHT_DECAY: 0.0001
[0m
Epoch 1. train_acc:  15.9, train_loss:  1.22, data_points:  5.4e+04, total_data_gen_time:  58, train_time:  0.00273, data_load_time:  4.79e-07, total_eval_time:  6.7, test_score:  660, best_score:  660, current lr:  0.0001, 
Epoch 203. train_acc:  50.8, train_loss:  0.673, data_points:  5.4e+05, total_data_gen_time:  59.9, train_time:  0.003, data_load_time:  5.52e-07, total_eval_time:  13, test_score:  6.5e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 204. train_acc:  50.9, train_loss:  0.67, data_points:  5.4e+05, total_data_gen_time:  60.3, train_time:  0.00274, data_load_time:  5.03e-07, total_eval_time:  19.9, test_score:  1.11e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 205. train_acc:  50.9, train_loss:  0.672, data_points:  5.4e+05, total_data_gen_time:  62.6, train_time:  0.00261, data_load_time:  4.54e-07, total_eval_time:  16.3, test_score:  1.44e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 206. train_acc:  50.8, train_loss:  0.671, data_points:  5.4e+05, total_data_gen_time:  62.6, train_time:  0.00295, data_load_time:  5.55e-07, total_eval_time:  34.8, test_score:  7.57e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 207. train_acc:  50.9, train_loss:  0.672, data_points:  5.4e+05, total_data_gen_time:  61.5, train_time:  0.00362, data_load_time:  5.61e-07, total_eval_time:  13.6, test_score:  1e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 208. train_acc:  50.8, train_loss:  0.673, data_points:  5.4e+05, total_data_gen_time:  61.2, train_time:  0.00386, data_load_time:  6.39e-07, total_eval_time:  12.3, test_score:  4.22e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 209. train_acc:  50.8, train_loss:  0.673, data_points:  5.4e+05, total_data_gen_time:  60.2, train_time:  0.00322, data_load_time:  5.08e-07, total_eval_time:  15.4, test_score:  9.84e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 210. train_acc:  50.7, train_loss:  0.673, data_points:  5.4e+05, total_data_gen_time:  64.7, train_time:  0.00332, data_load_time:  5.35e-07, total_eval_time:  12.6, test_score:  8.73e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 211. train_acc:  50.6, train_loss:  0.677, data_points:  5.4e+05, total_data_gen_time:  60.7, train_time:  0.00349, data_load_time:  5.8e-07, total_eval_time:  13.4, test_score:  7.39e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 212. train_acc:  50.7, train_loss:  0.676, data_points:  5.4e+05, total_data_gen_time:  59.9, train_time:  0.00342, data_load_time:  5.88e-07, total_eval_time:  15.7, test_score:  7.46e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 213. train_acc:  50.6, train_loss:  0.679, data_points:  5.4e+05, total_data_gen_time:  80.4, train_time:  0.00355, data_load_time:  5.95e-07, total_eval_time:  19.6, test_score:  9.22e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 214. train_acc:  50.6, train_loss:  0.681, data_points:  5.4e+05, total_data_gen_time:  69.9, train_time:  0.00259, data_load_time:  4.8e-07, total_eval_time:  34.6, test_score:  8.9e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 215. train_acc:  50.6, train_loss:  0.685, data_points:  5.4e+05, total_data_gen_time:  59.7, train_time:  0.00273, data_load_time:  5.04e-07, total_eval_time:  13.9, test_score:  9.08e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 216. train_acc:  50.5, train_loss:  0.691, data_points:  5.4e+05, total_data_gen_time:  61.5, train_time:  0.00289, data_load_time:  5.12e-07, total_eval_time:  64.9, test_score:  1.5e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 217. train_acc:  50.6, train_loss:  0.688, data_points:  5.4e+05, total_data_gen_time:  61.4, train_time:  0.00317, data_load_time:  4.78e-07, total_eval_time:  39.9, test_score:  9.82e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 218. train_acc:  50.6, train_loss:  0.685, data_points:  5.4e+05, total_data_gen_time:  59.7, train_time:  0.00322, data_load_time:  5.39e-07, total_eval_time:  10.6, test_score:  6.7e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 219. train_acc:  50.5, train_loss:  0.685, data_points:  5.4e+05, total_data_gen_time:  61.4, train_time:  0.00345, data_load_time:  5.5e-07, total_eval_time:  15.8, test_score:  9.69e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 220. train_acc:  50.6, train_loss:  0.683, data_points:  5.4e+05, total_data_gen_time:  63.5, train_time:  0.00313, data_load_time:  4.8e-07, total_eval_time:  9.13, test_score:  5.32e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 221. train_acc:  50.7, train_loss:  0.677, data_points:  5.4e+05, total_data_gen_time:  65.4, train_time:  0.00314, data_load_time:  5.47e-07, total_eval_time:  35.5, test_score:  5.81e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 222. train_acc:  50.7, train_loss:  0.677, data_points:  5.4e+05, total_data_gen_time:  62.7, train_time:  0.00299, data_load_time:  5.67e-07, total_eval_time:  13.1, test_score:  6.52e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 223. train_acc:  50.7, train_loss:  0.678, data_points:  5.4e+05, total_data_gen_time:  61.9, train_time:  0.0037, data_load_time:  6.19e-07, total_eval_time:  17.9, test_score:  1.28e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 224. train_acc:  50.7, train_loss:  0.677, data_points:  5.4e+05, total_data_gen_time:  62.2, train_time:  0.00319, data_load_time:  6.02e-07, total_eval_time:  83.2, test_score:  1.08e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 225. train_acc:  50.6, train_loss:  0.675, data_points:  5.4e+05, total_data_gen_time:  80.7, train_time:  0.00303, data_load_time:  5.8e-07, total_eval_time:  19.1, test_score:  7.98e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 226. train_acc:  50.8, train_loss:  0.671, data_points:  5.4e+05, total_data_gen_time:  81.4, train_time:  0.00332, data_load_time:  5.75e-07, total_eval_time:  36, test_score:  6.32e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 227. train_acc:  50.9, train_loss:  0.671, data_points:  5.4e+05, total_data_gen_time:  62.7, train_time:  0.00352, data_load_time:  5.77e-07, total_eval_time:  37.2, test_score:  7.31e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 228. train_acc:  50.8, train_loss:  0.672, data_points:  5.4e+05, total_data_gen_time:  64, train_time:  0.0032, data_load_time:  5.54e-07, total_eval_time:  37.5, test_score:  7.59e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 229. train_acc:  51, train_loss:  0.675, data_points:  5.4e+05, total_data_gen_time:  63.3, train_time:  0.00335, data_load_time:  5.14e-07, total_eval_time:  50.5, test_score:  9.78e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 230. train_acc:  51.1, train_loss:  0.673, data_points:  5.4e+05, total_data_gen_time:  79.3, train_time:  0.00374, data_load_time:  6.07e-07, total_eval_time:  12.3, test_score:  6.82e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 231. train_acc:  50.9, train_loss:  0.675, data_points:  5.4e+05, total_data_gen_time:  59.8, train_time:  0.00343, data_load_time:  6.01e-07, total_eval_time:  52.1, test_score:  9.52e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 232. train_acc:  51, train_loss:  0.677, data_points:  5.4e+05, total_data_gen_time:  84.4, train_time:  0.00277, data_load_time:  4.91e-07, total_eval_time:  12.7, test_score:  5.83e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 233. train_acc:  51, train_loss:  0.674, data_points:  5.4e+05, total_data_gen_time:  80.9, train_time:  0.00306, data_load_time:  5.85e-07, total_eval_time:  13, test_score:  6.08e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 234. train_acc:  51, train_loss:  0.675, data_points:  5.4e+05, total_data_gen_time:  80.1, train_time:  0.00306, data_load_time:  5.84e-07, total_eval_time:  8.76, test_score:  2.84e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 235. train_acc:  51, train_loss:  0.673, data_points:  5.4e+05, total_data_gen_time:  82.3, train_time:  0.0031, data_load_time:  6.09e-07, total_eval_time:  46.2, test_score:  5.16e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 236. train_acc:  51, train_loss:  0.672, data_points:  5.4e+05, total_data_gen_time:  79.8, train_time:  0.00307, data_load_time:  5.78e-07, total_eval_time:  23.9, test_score:  1.15e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 237. train_acc:  50.9, train_loss:  0.676, data_points:  5.4e+05, total_data_gen_time:  80.7, train_time:  0.00313, data_load_time:  6.01e-07, total_eval_time:  52, test_score:  8.51e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 238. train_acc:  50.8, train_loss:  0.681, data_points:  5.4e+05, total_data_gen_time:  82.7, train_time:  0.00312, data_load_time:  5.83e-07, total_eval_time:  47.4, test_score:  5.65e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 239. train_acc:  50.7, train_loss:  0.68, data_points:  5.4e+05, total_data_gen_time:  80, train_time:  0.00329, data_load_time:  5.92e-07, total_eval_time:  15.7, test_score:  8e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 240. train_acc:  50.6, train_loss:  0.683, data_points:  5.4e+05, total_data_gen_time:  80, train_time:  0.00289, data_load_time:  5.39e-07, total_eval_time:  17.6, test_score:  1.15e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 241. train_acc:  50.6, train_loss:  0.684, data_points:  5.4e+05, total_data_gen_time:  64.4, train_time:  0.00275, data_load_time:  4.87e-07, total_eval_time:  39.9, test_score:  1.14e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 242. train_acc:  50.6, train_loss:  0.681, data_points:  5.4e+05, total_data_gen_time:  63.3, train_time:  0.00264, data_load_time:  4.7e-07, total_eval_time:  10.4, test_score:  5.12e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 243. train_acc:  50.7, train_loss:  0.679, data_points:  5.4e+05, total_data_gen_time:  80.8, train_time:  0.00339, data_load_time:  6.53e-07, total_eval_time:  46.2, test_score:  5.98e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 244. train_acc:  50.9, train_loss:  0.672, data_points:  5.4e+05, total_data_gen_time:  82, train_time:  0.00365, data_load_time:  5.94e-07, total_eval_time:  15.7, test_score:  7.75e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 245. train_acc:  50.9, train_loss:  0.67, data_points:  5.4e+05, total_data_gen_time:  80.2, train_time:  0.0036, data_load_time:  6.11e-07, total_eval_time:  49.7, test_score:  9.39e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 246. train_acc:  51, train_loss:  0.669, data_points:  5.4e+05, total_data_gen_time:  80.4, train_time:  0.0033, data_load_time:  6.03e-07, total_eval_time:  51.1, test_score:  8.85e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 247. train_acc:  51, train_loss:  0.665, data_points:  5.4e+05, total_data_gen_time:  81.6, train_time:  0.00306, data_load_time:  5.8e-07, total_eval_time:  11.2, test_score:  5.61e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 248. train_acc:  51.1, train_loss:  0.663, data_points:  5.4e+05, total_data_gen_time:  60.1, train_time:  0.00263, data_load_time:  5.14e-07, total_eval_time:  39.1, test_score:  7.31e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 249. train_acc:  51.2, train_loss:  0.661, data_points:  5.4e+05, total_data_gen_time:  61.3, train_time:  0.00265, data_load_time:  5.11e-07, total_eval_time:  39.9, test_score:  8.24e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 250. train_acc:  51.2, train_loss:  0.66, data_points:  5.4e+05, total_data_gen_time:  62.8, train_time:  0.0026, data_load_time:  4.83e-07, total_eval_time:  15, test_score:  1.21e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 251. train_acc:  51.1, train_loss:  0.662, data_points:  5.4e+05, total_data_gen_time:  59.9, train_time:  0.00288, data_load_time:  5.35e-07, total_eval_time:  35, test_score:  5.58e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 252. train_acc:  51.1, train_loss:  0.664, data_points:  5.4e+05, total_data_gen_time:  59.8, train_time:  0.00321, data_load_time:  5.54e-07, total_eval_time:  48.1, test_score:  7.99e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 253. train_acc:  51.2, train_loss:  0.667, data_points:  5.4e+05, total_data_gen_time:  82.7, train_time:  0.00381, data_load_time:  6.28e-07, total_eval_time:  15.9, test_score:  1.19e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 254. train_acc:  51, train_loss:  0.672, data_points:  5.4e+05, total_data_gen_time:  62.8, train_time:  0.0027, data_load_time:  5.25e-07, total_eval_time:  20.3, test_score:  9.95e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 255. train_acc:  50.8, train_loss:  0.676, data_points:  5.4e+05, total_data_gen_time:  80.2, train_time:  0.00375, data_load_time:  6.41e-07, total_eval_time:  19.4, test_score:  9.29e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 256. train_acc:  50.8, train_loss:  0.676, data_points:  5.4e+05, total_data_gen_time:  69.2, train_time:  0.00316, data_load_time:  4.99e-07, total_eval_time:  15.8, test_score:  1.02e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 257. train_acc:  51, train_loss:  0.674, data_points:  5.4e+05, total_data_gen_time:  61.7, train_time:  0.00314, data_load_time:  5.1e-07, total_eval_time:  35.7, test_score:  7.04e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 258. train_acc:  50.9, train_loss:  0.676, data_points:  5.4e+05, total_data_gen_time:  62, train_time:  0.00271, data_load_time:  5.19e-07, total_eval_time:  16.9, test_score:  1.21e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 259. train_acc:  50.9, train_loss:  0.672, data_points:  5.4e+05, total_data_gen_time:  61.3, train_time:  0.0032, data_load_time:  5.78e-07, total_eval_time:  15.3, test_score:  6.44e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 260. train_acc:  50.9, train_loss:  0.673, data_points:  5.4e+05, total_data_gen_time:  80.1, train_time:  0.00371, data_load_time:  6.28e-07, total_eval_time:  16, test_score:  9.04e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 261. train_acc:  51, train_loss:  0.674, data_points:  5.4e+05, total_data_gen_time:  80.1, train_time:  0.00366, data_load_time:  6.36e-07, total_eval_time:  51.9, test_score:  1.13e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 262. train_acc:  51.1, train_loss:  0.669, data_points:  5.4e+05, total_data_gen_time:  81.3, train_time:  0.0036, data_load_time:  6.12e-07, total_eval_time:  89.6, test_score:  8.51e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 263. train_acc:  51.2, train_loss:  0.672, data_points:  5.4e+05, total_data_gen_time:  63.3, train_time:  0.00265, data_load_time:  4.99e-07, total_eval_time:  39.6, test_score:  8.88e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 264. train_acc:  51, train_loss:  0.67, data_points:  5.4e+05, total_data_gen_time:  62.6, train_time:  0.00261, data_load_time:  5.34e-07, total_eval_time:  17.9, test_score:  1.25e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 265. train_acc:  51.2, train_loss:  0.668, data_points:  5.4e+05, total_data_gen_time:  65.7, train_time:  0.00265, data_load_time:  4.75e-07, total_eval_time:  19.7, test_score:  1.49e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 266. train_acc:  51.1, train_loss:  0.669, data_points:  5.4e+05, total_data_gen_time:  61.9, train_time:  0.00264, data_load_time:  5.03e-07, total_eval_time:  15.5, test_score:  9.42e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 267. train_acc:  51.2, train_loss:  0.67, data_points:  5.4e+05, total_data_gen_time:  62.5, train_time:  0.00267, data_load_time:  4.79e-07, total_eval_time:  15.8, test_score:  1.16e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 268. train_acc:  51.2, train_loss:  0.668, data_points:  5.4e+05, total_data_gen_time:  62.3, train_time:  0.00312, data_load_time:  5.31e-07, total_eval_time:  13.1, test_score:  7.38e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 269. train_acc:  51.2, train_loss:  0.671, data_points:  5.4e+05, total_data_gen_time:  62.2, train_time:  0.00345, data_load_time:  5.88e-07, total_eval_time:  12.5, test_score:  7.99e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 270. train_acc:  51.1, train_loss:  0.668, data_points:  5.4e+05, total_data_gen_time:  60.6, train_time:  0.00331, data_load_time:  6.41e-07, total_eval_time:  14.9, test_score:  5.9e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 271. train_acc:  51.5, train_loss:  0.66, data_points:  5.4e+05, total_data_gen_time:  83.3, train_time:  0.00275, data_load_time:  5.19e-07, total_eval_time:  10.5, test_score:  6.66e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 272. train_acc:  51.3, train_loss:  0.664, data_points:  5.4e+05, total_data_gen_time:  61.7, train_time:  0.00307, data_load_time:  5.51e-07, total_eval_time:  11, test_score:  6.14e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 273. train_acc:  51.5, train_loss:  0.659, data_points:  5.4e+05, total_data_gen_time:  78.5, train_time:  0.00335, data_load_time:  5.55e-07, total_eval_time:  137, test_score:  4.36e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 274. train_acc:  51.4, train_loss:  0.664, data_points:  5.4e+05, total_data_gen_time:  62.1, train_time:  0.00372, data_load_time:  5.92e-07, total_eval_time:  18.2, test_score:  7.91e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 275. train_acc:  51.5, train_loss:  0.659, data_points:  5.4e+05, total_data_gen_time:  80.4, train_time:  0.00342, data_load_time:  5.57e-07, total_eval_time:  92.7, test_score:  4.54e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 276. train_acc:  51.6, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  80.8, train_time:  0.00363, data_load_time:  6.26e-07, total_eval_time:  13.2, test_score:  5.22e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 277. train_acc:  51.6, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  83.2, train_time:  0.00367, data_load_time:  6.07e-07, total_eval_time:  18.4, test_score:  9.54e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 278. train_acc:  51.7, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  80.2, train_time:  0.00379, data_load_time:  5.81e-07, total_eval_time:  15.2, test_score:  6.32e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 279. train_acc:  51.6, train_loss:  0.657, data_points:  5.4e+05, total_data_gen_time:  80.1, train_time:  0.00376, data_load_time:  6.47e-07, total_eval_time:  52.6, test_score:  1.12e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 280. train_acc:  51.6, train_loss:  0.66, data_points:  5.4e+05, total_data_gen_time:  82, train_time:  0.00349, data_load_time:  5.42e-07, total_eval_time:  38.4, test_score:  7.99e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 281. train_acc:  51.4, train_loss:  0.664, data_points:  5.4e+05, total_data_gen_time:  63.4, train_time:  0.00306, data_load_time:  5.75e-07, total_eval_time:  23.5, test_score:  1.35e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 282. train_acc:  51.4, train_loss:  0.662, data_points:  5.4e+05, total_data_gen_time:  80.5, train_time:  0.00305, data_load_time:  5.62e-07, total_eval_time:  81.1, test_score:  9.26e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 283. train_acc:  51.3, train_loss:  0.662, data_points:  5.4e+05, total_data_gen_time:  81.8, train_time:  0.0037, data_load_time:  5.67e-07, total_eval_time:  48, test_score:  5.97e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 284. train_acc:  51.5, train_loss:  0.655, data_points:  5.4e+05, total_data_gen_time:  81.4, train_time:  0.00358, data_load_time:  6e-07, total_eval_time:  21.1, test_score:  9.56e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 285. train_acc:  51.3, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  80.9, train_time:  0.00359, data_load_time:  5.74e-07, total_eval_time:  16.4, test_score:  7.25e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 286. train_acc:  51.3, train_loss:  0.661, data_points:  5.4e+05, total_data_gen_time:  82.4, train_time:  0.0037, data_load_time:  6.05e-07, total_eval_time:  21.3, test_score:  1.38e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 287. train_acc:  51.2, train_loss:  0.662, data_points:  5.4e+05, total_data_gen_time:  62.4, train_time:  0.00334, data_load_time:  5.75e-07, total_eval_time:  36.4, test_score:  7.16e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 288. train_acc:  51.4, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  59, train_time:  0.00309, data_load_time:  5.36e-07, total_eval_time:  12.8, test_score:  8.65e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 289. train_acc:  51.4, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  60.4, train_time:  0.0027, data_load_time:  5.07e-07, total_eval_time:  39.7, test_score:  9.46e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 290. train_acc:  51.4, train_loss:  0.655, data_points:  5.4e+05, total_data_gen_time:  60.5, train_time:  0.00262, data_load_time:  4.74e-07, total_eval_time:  19.6, test_score:  1.26e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 291. train_acc:  51.3, train_loss:  0.657, data_points:  5.4e+05, total_data_gen_time:  62.9, train_time:  0.00268, data_load_time:  5.27e-07, total_eval_time:  11.7, test_score:  7e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 292. train_acc:  51.4, train_loss:  0.66, data_points:  5.4e+05, total_data_gen_time:  61.1, train_time:  0.00293, data_load_time:  5.19e-07, total_eval_time:  33.1, test_score:  6.04e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 293. train_acc:  51.2, train_loss:  0.666, data_points:  5.4e+05, total_data_gen_time:  77.6, train_time:  0.00293, data_load_time:  5.55e-07, total_eval_time:  62.5, test_score:  6.8e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 294. train_acc:  51.2, train_loss:  0.67, data_points:  5.4e+05, total_data_gen_time:  62.2, train_time:  0.00296, data_load_time:  5.86e-07, total_eval_time:  17.3, test_score:  8.65e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 295. train_acc:  51.1, train_loss:  0.671, data_points:  5.4e+05, total_data_gen_time:  75, train_time:  0.00318, data_load_time:  5.76e-07, total_eval_time:  112, test_score:  5.54e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 296. train_acc:  51.2, train_loss:  0.669, data_points:  5.4e+05, total_data_gen_time:  80.5, train_time:  0.00333, data_load_time:  5.62e-07, total_eval_time:  8.45, test_score:  4.13e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 297. train_acc:  51.2, train_loss:  0.67, data_points:  5.4e+05, total_data_gen_time:  60.5, train_time:  0.00299, data_load_time:  5.14e-07, total_eval_time:  25.9, test_score:  1.14e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 298. train_acc:  51.2, train_loss:  0.667, data_points:  5.4e+05, total_data_gen_time:  85.1, train_time:  0.00353, data_load_time:  6.27e-07, total_eval_time:  142, test_score:  3.52e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 299. train_acc:  51.2, train_loss:  0.67, data_points:  5.4e+05, total_data_gen_time:  81.2, train_time:  0.00302, data_load_time:  5.5e-07, total_eval_time:  16.9, test_score:  9.46e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 300. train_acc:  51.2, train_loss:  0.669, data_points:  5.4e+05, total_data_gen_time:  81.3, train_time:  0.00305, data_load_time:  6.25e-07, total_eval_time:  17.3, test_score:  9.62e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 301. train_acc:  51.2, train_loss:  0.669, data_points:  5.4e+05, total_data_gen_time:  83.3, train_time:  0.00311, data_load_time:  5.69e-07, total_eval_time:  21.4, test_score:  7.9e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 302. train_acc:  51.3, train_loss:  0.665, data_points:  5.4e+05, total_data_gen_time:  62.2, train_time:  0.00263, data_load_time:  4.91e-07, total_eval_time:  14.4, test_score:  9.69e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 303. train_acc:  51.3, train_loss:  0.663, data_points:  5.4e+05, total_data_gen_time:  63.4, train_time:  0.00263, data_load_time:  5.13e-07, total_eval_time:  35.4, test_score:  6.96e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 304. train_acc:  51.4, train_loss:  0.661, data_points:  5.4e+05, total_data_gen_time:  64.5, train_time:  0.00312, data_load_time:  4.88e-07, total_eval_time:  33.7, test_score:  5e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 305. train_acc:  51.2, train_loss:  0.66, data_points:  5.4e+05, total_data_gen_time:  60.9, train_time:  0.00323, data_load_time:  5.74e-07, total_eval_time:  12.3, test_score:  8.44e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 306. train_acc:  51.4, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  60.2, train_time:  0.0031, data_load_time:  5.36e-07, total_eval_time:  84.5, test_score:  1.13e+04, best_score:  1.7e+04, current lr:  0.0001, 
